,title,artist,image,weeks,chart
909,Cleopatra,The Lumineers,https://charts-static.billboard.com/img/2016/04/the-lumineers-e8y-cleopatra-fbo-53x53.jpg,131.0,independent-albums
910,Pinkfong Presents: The Best Of Baby Shark,Pinkfong,https://charts-static.billboard.com/img/2019/01/pinkfong-8b6-53x53.jpg,43.0,independent-albums
911,Fuck The World,Brent Faiyaz,https://www.billboard.com/assets/1588965272/images/charts/bb-placeholder-new.jpg?2f99a4a9bfbde08581fe,13.0,independent-albums
912,Peace,Bethel Music,https://charts-static.billboard.com/img/2017/08/bethel-music-53x53.jpg,4.0,independent-albums
913,F8,Five Finger Death Punch,https://charts-static.billboard.com/img/2020/03/five-finger-death-punch-kxm-f8-lae-53x53.jpg,10.0,independent-albums
914,Greetings From... Jake Owen,Jake Owen,https://charts-static.billboard.com/img/2019/04/jake-owen-17q-53x53.jpg,13.0,independent-albums
915,Corridos Tumbados,Natanael Cano,https://www.billboard.com/assets/1588965272/images/charts/bb-placeholder-new.jpg?2f99a4a9bfbde08581fe,18.0,independent-albums
916,A Love Letter To You 3,Trippie Redd,https://charts-static.billboard.com/img/2018/11/trippie-redd-q58-a-love-letter-to-you-3-wlu-53x53.jpg,20.0,independent-albums
917,Easy Money Baby,Myke Towers,https://charts-static.billboard.com/img/2020/02/myke-towers-000-easy-money-baby-sc9-53x53.jpg,15.0,independent-albums
918,Tu Veneno Mortal,Eslabon Armado,https://charts-static.billboard.com/img/2020/05/eslabon-armado-000-tu-veneno-mortal-7t9-53x53.jpg,1.0,independent-albums
919,The Click,AJR,https://charts-static.billboard.com/img/2017/07/ajr-k86-53x53.jpg,37.0,independent-albums
920,"HIXTAPE, Vol. 1",HARDY,https://charts-static.billboard.com/img/2019/09/hardy-000-hixtape-vol-1-w0m-53x53.jpg,3.0,independent-albums
921,Legendary,Tyga,https://charts-static.billboard.com/img/2019/06/tyga-ofy-legendary-gkq-53x53.jpg,19.0,independent-albums
922,Good Souls Better Angels,Lucinda Williams,https://charts-static.billboard.com/img/2020/05/lucinda-williams-sc7-good-souls-better-angels-3kt-53x53.jpg,2.0,independent-albums
923,All Eyez On Me,2Pac,https://charts-static.billboard.com/img/1996/02/2pac-asm-53x53.jpg,11.0,independent-albums
924,The Lumineers,The Lumineers,https://charts-static.billboard.com/img/2012/04/the-lumineers-e8y-the-lumineers-8el-53x53.jpg,109.0,independent-albums
925,Frozen II,Soundtrack,https://charts-static.billboard.com/img/2019/11/soundtrack-000-frozen-ii-yhp-53x53.jpg,25.0,soundtracks
926,TROLLS: World Tour,Soundtrack,https://charts-static.billboard.com/img/2020/03/soundtrack-000-trolls-world-tour-o2h-53x53.jpg,8.0,soundtracks
927,Moana,Soundtrack,https://charts-static.billboard.com/img/2016/12/soundtrack-000-moana-yt0-53x53.jpg,181.0,soundtracks
928,The Greatest Showman,Soundtrack,https://charts-static.billboard.com/img/2017/12/soundtrack-000-the-greatest-showman-agl-53x53.jpg,126.0,soundtracks
929,Birds Of Prey: The Album,Soundtrack,https://charts-static.billboard.com/img/2020/02/soundtrack-000-birds-of-prey-the-album-i5h-53x53.jpg,13.0,soundtracks
930,A Star Is Born (Lady Gaga & Bradley Cooper),Soundtrack,https://charts-static.billboard.com/img/2018/10/lady-gaga-gyl-a-star-is-born-soundtrack-w8r-53x53.jpg,83.0,soundtracks
931,Frozen: The Songs,Soundtrack,https://charts-static.billboard.com/img/2014/10/soundtrack-000-frozen-the-songs-05h-53x53.jpg,142.0,soundtracks
932,Trolls,Soundtrack,https://charts-static.billboard.com/img/2016/10/soundtrack-000-trolls-xx7-53x53.jpg,188.0,soundtracks
933,Purple Rain (Prince And The Revolution),Soundtrack,https://charts-static.billboard.com/img/1984/07/prince-vp8-purple-rain-soundtrack-1b6-53x53.jpg,449.0,soundtracks
934,Bohemian Rhapsody (Queen),Soundtrack,https://charts-static.billboard.com/img/2018/11/queen-m21-bohemian-rhapsody-soundtrack-it8-53x53.jpg,78.0,soundtracks
935,JESUS IS KING (Kayne West),Soundtrack,https://charts-static.billboard.com/img/2019/11/kanye-west-nwz-jesus-is-king-soundtrack-bh9-53x53.jpg,28.0,soundtracks
936,ZOMBIES 2,Soundtrack,https://www.billboard.com/assets/1588965272/images/charts/bb-placeholder-new.jpg?dbe85e947231a7ccaa2d,12.0,soundtracks
937,Guardians Of The Galaxy: Awesome Mix Vol. 1,Soundtrack,https://charts-static.billboard.com/img/2014/08/soundtrack-000-guardians-of-the-galaxy-awesome-mix-vol-1-89x-53x53.jpg,301.0,soundtracks
938,K-12 (Melanie Martinez),Soundtrack,https://charts-static.billboard.com/img/2019/09/melanie-martinez-l59-k12-soundtrack-0je-53x53.jpg,35.0,soundtracks
939,Bad Boys For Life: The Soundtrack,Soundtrack,https://charts-static.billboard.com/img/2020/02/soundtrack-000-bad-boys-for-life-the-soundtrack-6e3-53x53.jpg,16.0,soundtracks
940,"13 Reasons Why, Season 2",Soundtrack,https://www.billboard.com/assets/1588965272/images/charts/bb-placeholder-new.jpg?dbe85e947231a7ccaa2d,102.0,soundtracks
941,Aladdin (2019),Soundtrack,https://charts-static.billboard.com/img/2019/06/soundtrack-000-aladdin-2019-i3b-53x53.jpg,50.0,soundtracks
942,Spider-Man: Into The Spider-Verse,Soundtrack,https://charts-static.billboard.com/img/2018/12/soundtrack-000-spiderman-into-the-spiderverse-j1n-53x53.jpg,73.0,soundtracks
943,"Black Panther: The Album, Music From And Inspired By",Soundtrack,https://charts-static.billboard.com/img/2018/02/soundtrack-000-black-panther-the-album-music-from-and-inspired-by-i24-53x53.jpg,117.0,soundtracks
944,Suicide Squad: The Album,Soundtrack,https://charts-static.billboard.com/img/2016/08/soundtrack-000-suicide-squad-the-album-8pk-53x53.jpg,191.0,soundtracks
945,"High School Musical: The Musical, The Series",Soundtrack,https://www.billboard.com/assets/1588965272/images/charts/bb-placeholder-new.jpg?dbe85e947231a7ccaa2d,17.0,soundtracks
946,Descendants 3,Soundtrack,https://charts-static.billboard.com/img/2019/08/soundtrack-000-descendants-3-4q9-53x53.jpg,40.0,soundtracks
947,Chasing Happiness: Music From (Jonas Brothers),Soundtrack,https://charts-static.billboard.com/img/2006/08/jonas-brothers-r3d-53x53.jpg,24.0,soundtracks
948,Tangled,Soundtrack,https://charts-static.billboard.com/img/2010/12/soundtrack-000-tangled-xng-53x53.jpg,115.0,soundtracks
949,The Lion King,Soundtrack,https://charts-static.billboard.com/img/1994/06/soundtrack-000-the-lion-king-ro7-53x53.jpg,144.0,soundtracks
950,"When We All Fall Asleep, Where Do We Go?",Billie Eilish,https://charts-static.billboard.com/img/2019/04/billie-eilish-1e3-when-we-all-fall-asleep-where-do-we-go-ye3-53x53.jpg,58.0,vinyl-albums
951,Making A Door Less Open,Car Seat Headrest,https://charts-static.billboard.com/img/2020/05/car-seat-headrest-qjm-making-a-door-less-open-f86-53x53.jpg,1.0,vinyl-albums
952,Guardians Of The Galaxy: Awesome Mix Vol. 1,Soundtrack,https://charts-static.billboard.com/img/2014/08/soundtrack-000-guardians-of-the-galaxy-awesome-mix-vol-1-89x-53x53.jpg,230.0,vinyl-albums
953,Abbey Road,The Beatles,https://charts-static.billboard.com/img/1969/10/the-beatles-tkd-abbey-road-w8n-53x53.jpg,379.0,vinyl-albums
954,Greatest Hits,Queen,https://charts-static.billboard.com/img/1981/11/queen-m21-greatest-hits-z3x-53x53.jpg,104.0,vinyl-albums
955,Lamentations,American Aquarium,https://charts-static.billboard.com/img/2020/05/american-aquarium-fa0-lamentations-8a0-53x53.jpg,1.0,vinyl-albums
956,The Dark Side Of The Moon,Pink Floyd,https://charts-static.billboard.com/img/1973/03/pink-floyd-pu1-the-dark-side-of-the-moon-sld-53x53.jpg,162.0,vinyl-albums
957,Rumours,Fleetwood Mac,https://charts-static.billboard.com/img/1977/02/fleetwood-mac-m6k-rumours-lei-53x53.jpg,178.0,vinyl-albums
958,Fine Line,Harry Styles,https://charts-static.billboard.com/img/2019/12/harry-styles-psx-fine-line-62h-53x53.jpg,21.0,vinyl-albums
959,Dont Smile At Me,Billie Eilish,https://charts-static.billboard.com/img/2017/10/billie-eilish-1e3-dont-smile-at-me-hbg-53x53.jpg,51.0,vinyl-albums
960,Legend: The Best Of...,Bob Marley And The Wailers,https://charts-static.billboard.com/img/1984/08/bob-marley-and-the-wailers-000-legend-the-best-of-bob-marley-and-the-wailers-dzx-87x87.jpg,255.0,vinyl-albums
961,Thriller,Michael Jackson,https://charts-static.billboard.com/img/1982/12/michael-jackson-9to-thriller-4gd-53x53.jpg,179.0,vinyl-albums
962,The Divine Feminine,Mac Miller,https://charts-static.billboard.com/img/2016/10/mac-miller-l9d-the-divine-feminine-ha5-53x53.jpg,1.0,vinyl-albums
963,Nine,Blink-182,https://charts-static.billboard.com/img/2019/10/blink-182-rhr-nine-5fx-53x53.jpg,3.0,vinyl-albums
964,Purple Rain (Soundtrack),Prince And The Revolution,https://charts-static.billboard.com/img/1984/07/prince-vp8-purple-rain-soundtrack-1b6-53x53.jpg,164.0,vinyl-albums
965,IGOR,"Tyler, The Creator",https://charts-static.billboard.com/img/2019/06/tyler-the-creator-556-igor-z0p-53x53.jpg,15.0,vinyl-albums
966,Born To Die,Lana Del Rey,https://charts-static.billboard.com/img/2012/02/lana-del-rey-x3j-born-to-die-iob-53x53.jpg,168.0,vinyl-albums
967,Chronicle The 20 Greatest Hits,Creedence Clearwater Revival,https://charts-static.billboard.com/img/1993/01/creedence-clearwater-revival-6ft-chronicle-the-20-greatest-hits-ttg-53x53.jpg,74.0,vinyl-albums
968,MTV Unplugged In New York,Nirvana,https://charts-static.billboard.com/img/1994/11/nirvana-ezv-mtv-unplugged-in-new-york-kna-53x53.jpg,33.0,vinyl-albums
969,Back To Black,Amy Winehouse,https://charts-static.billboard.com/img/2007/03/amy-winehouse-rus-back-to-black-y8w-53x53.jpg,249.0,vinyl-albums
970,Swimming,Mac Miller,https://charts-static.billboard.com/img/2018/08/mac-miller-bjj-swimming-omx-53x53.jpg,16.0,vinyl-albums
971,Nevermind,Nirvana,https://charts-static.billboard.com/img/1991/10/nirvana-ezv-nevermind-nnk-53x53.jpg,17.0,vinyl-albums
972,Show Me The Blueprints,Days N Daze,https://charts-static.billboard.com/img/2020/05/days-n-daze-000-show-me-the-blueprints-ydn-53x53.jpg,1.0,vinyl-albums
973,Invisible People,Chicano Batman,https://charts-static.billboard.com/img/2020/05/chicano-batman-pvc-invisible-people-qpx-53x53.jpg,1.0,vinyl-albums
974,American Teen,Khalid,https://charts-static.billboard.com/img/2017/03/khalid-dsk-american-teen-x4i-53x53.jpg,53.0,vinyl-albums
975,21,Adele,https://charts-static.billboard.com/img/2011/02/adele-hdy-21-0id-53x53.jpg,,greatest-billboard-200-albums
976,The Sound Of Music,Soundtrack,https://charts-static.billboard.com/img/1965/03/soundtrack-000-the-sound-of-music-8zy-53x53.jpg,,greatest-billboard-200-albums
977,Thriller,Michael Jackson,https://charts-static.billboard.com/img/1982/12/michael-jackson-9to-thriller-4gd-53x53.jpg,,greatest-billboard-200-albums
978,Fearless,Taylor Swift,https://charts-static.billboard.com/img/2008/11/taylor-swift-70p-fearless-yh2-53x53.jpg,,greatest-billboard-200-albums
979,Born In The U.S.A.,Bruce Springsteen,https://charts-static.billboard.com/img/1984/06/bruce-springsteen-the-e-street-band-uup-born-in-the-usa-xcq-53x53.jpg,,greatest-billboard-200-albums
980,Ropin' The Wind,Garth Brooks,https://charts-static.billboard.com/img/1991/09/garth-brooks-vps-ropin-the-wind-ow8-53x53.jpg,,greatest-billboard-200-albums
981,Jagged Little Pill,Alanis Morissette,https://charts-static.billboard.com/img/1995/07/alanis-morissette-xap-jagged-little-pill-5g7-53x53.jpg,,greatest-billboard-200-albums
982,Doctor Zhivago,Soundtrack,https://charts-static.billboard.com/img/1966/03/soundtrack-000-doctor-zhivago-udc-53x53.jpg,,greatest-billboard-200-albums
983,All The Right Reasons,Nickelback,https://charts-static.billboard.com/img/2005/10/nickelback-v3l-all-the-right-reasons-jb7-53x53.jpg,,greatest-billboard-200-albums
984,Tapestry,Carole King,https://charts-static.billboard.com/img/1971/04/carole-king-n3w-tapestry-h0f-53x53.jpg,,greatest-billboard-200-albums
985,Whitney Houston,Whitney Houston,https://charts-static.billboard.com/img/1985/03/whitney-houston-m52-whitney-houston-uut-53x53.jpg,,greatest-billboard-200-albums
986,The Fame,Lady Gaga,https://charts-static.billboard.com/img/2008/11/lady-gaga-gyl-the-fame-cgy-53x53.jpg,,greatest-billboard-200-albums
987,Whipped Cream & Other Delights,Herb Alpert's Tijuana Brass,https://charts-static.billboard.com/img/1965/05/herb-alpert-hn0-whipped-cream-and-other-delights-ee5-53x53.jpg,,greatest-billboard-200-albums
988,Come On Over,Shania Twain,https://charts-static.billboard.com/img/1997/11/shania-twain-aes-come-on-over-ev4-53x53.jpg,,greatest-billboard-200-albums
989,Rumours,Fleetwood Mac,https://charts-static.billboard.com/img/1977/02/fleetwood-mac-m6k-rumours-lei-53x53.jpg,,greatest-billboard-200-albums
990,Confessions,Usher,https://charts-static.billboard.com/img/2004/04/usher-oqp-confessions-l75-53x53.jpg,,greatest-billboard-200-albums
991,Frozen,Soundtrack,https://charts-static.billboard.com/img/2013/12/soundtrack-000-frozen-wig-53x53.jpg,,greatest-billboard-200-albums
992,Taylor Swift,Taylor Swift,https://charts-static.billboard.com/img/2006/11/taylor-swift-p7u-taylor-swift-95w-53x53.jpg,,greatest-billboard-200-albums
993,Forever Your Girl,Paula Abdul,https://charts-static.billboard.com/img/1988/07/paula-abdul-3yb-forever-your-girl-d12-53x53.jpg,,greatest-billboard-200-albums
994,Some Gave All,Billy Ray Cyrus,https://charts-static.billboard.com/img/1992/06/billy-ray-cyrus-eni-some-gave-all-g56-53x53.jpg,,greatest-billboard-200-albums
995,Falling Into You,Celine Dion,https://charts-static.billboard.com/img/1996/03/celine-dion-0hi-falling-into-you-6jx-53x53.jpg,,greatest-billboard-200-albums
996,Some Hearts,Carrie Underwood,https://charts-static.billboard.com/img/2005/12/carrie-underwood-pka-some-hearts-4pk-53x53.jpg,,greatest-billboard-200-albums
997,The Bodyguard (Soundtrack),Whitney Houston,https://charts-static.billboard.com/img/1992/12/soundtrack-000-the-bodyguard-ohn-53x53.jpg,,greatest-billboard-200-albums
998,Please Hammer Don't Hurt 'Em,M.C. Hammer,https://charts-static.billboard.com/img/1990/03/mc-hammer-000-please-hammer-dont-hurt-em-5cf-53x53.jpg,,greatest-billboard-200-albums
999,Hysteria,Def Leppard,https://charts-static.billboard.com/img/1987/08/def-leppard-3qx-hysteria-xmz-53x53.jpg,,greatest-billboard-200-albums
1000,Come Away With Me,Norah Jones,https://charts-static.billboard.com/img/2002/03/norah-jones-ugr-come-away-with-me-tsy-53x53.jpg,,greatest-billboard-200-albums
1001,Daughtry,Daughtry,https://charts-static.billboard.com/img/2006/12/daughtry-uco-daughtry-01r-53x53.jpg,,greatest-billboard-200-albums
1002,[Hybrid Theory],Linkin Park,https://charts-static.billboard.com/img/2000/11/linkin-park-brd--hybrid-theory--nd4-53x53.jpg,,greatest-billboard-200-albums
1003,No Fences,Garth Brooks,https://charts-static.billboard.com/img/1990/09/garth-brooks-slp-no-fences-vkq-53x53.jpg,,greatest-billboard-200-albums
1004,Cracked Rear View,Hootie & The Blowfish,https://charts-static.billboard.com/img/1994/07/hootie-the-blowfish-gun-cracked-rear-view-4n7-53x53.jpg,,greatest-billboard-200-albums
1005,The Dark Side Of The Moon,Pink Floyd,https://charts-static.billboard.com/img/1973/03/pink-floyd-pu1-the-dark-side-of-the-moon-sld-53x53.jpg,,greatest-billboard-200-albums
1006,Fallen,Evanescence,https://charts-static.billboard.com/img/2003/03/evanescence-d6v-fallen-17z-53x53.jpg,,greatest-billboard-200-albums
1007,Slippery When Wet,Bon Jovi,https://charts-static.billboard.com/img/1986/09/bon-jovi-g8x-slippery-when-wet-puy-53x53.jpg,,greatest-billboard-200-albums
1008,Human Clay,Creed,https://charts-static.billboard.com/img/1999/10/creed-r7u-human-clay-7ui-53x53.jpg,,greatest-billboard-200-albums
1009,Mary Poppins,Soundtrack,https://charts-static.billboard.com/img/1964/10/soundtrack-000-mary-poppins-1ae-53x53.jpg,,greatest-billboard-200-albums
1010,Supernatural,Santana,https://charts-static.billboard.com/img/1999/07/santana-fo5-supernatural-d47-53x53.jpg,,greatest-billboard-200-albums
1011,Night Visions,Imagine Dragons,https://charts-static.billboard.com/img/2012/09/imagine-dragons-wca-night-visions-jec-53x53.jpg,,greatest-billboard-200-albums
1012,Frampton Comes Alive,Peter Frampton,https://charts-static.billboard.com/img/1976/01/peter-frampton-27a-frampton-comes-alive-7px-53x53.jpg,,greatest-billboard-200-albums
1013,Goodbye Yellow Brick Road,Elton John,https://charts-static.billboard.com/img/1973/10/elton-john-ss9-goodbye-yellow-brick-road-9hl-53x53.jpg,,greatest-billboard-200-albums
1014,Metallica,Metallica,https://charts-static.billboard.com/img/1991/08/metallica-b7f-metallica-ea6-53x53.jpg,,greatest-billboard-200-albums
1015,...Baby One More Time,Britney Spears,https://charts-static.billboard.com/img/1999/01/britney-spears-p3t-baby-one-more-time-4p7-53x53.jpg,,greatest-billboard-200-albums
1016,Backstreet Boys,Backstreet Boys,https://charts-static.billboard.com/img/1997/01/backstreet-boys-fo7-backstreet-boys-37c-53x53.jpg,,greatest-billboard-200-albums
1017,Saturday Night Fever,Soundtrack,https://charts-static.billboard.com/img/1976/12/soundtrack-000-saturday-night-fever-bd8-53x53.jpg,,greatest-billboard-200-albums
1018,!!Going Places!!,Herb Alpert & The Tijuana Brass,https://charts-static.billboard.com/img/1965/10/herb-alpert-hn0-going-places-p5y-53x53.jpg,,greatest-billboard-200-albums
1019,Ten,Pearl Jam,https://charts-static.billboard.com/img/1991/11/pearl-jam-1pn-ten-sn9-53x53.jpg,,greatest-billboard-200-albums
1020,4,Foreigner,https://charts-static.billboard.com/img/1981/07/foreigner-n5x-4-5ky-53x53.jpg,,greatest-billboard-200-albums
1021,Escape,Journey,https://charts-static.billboard.com/img/1981/08/journey-0kv-escape-6cf-53x53.jpg,,greatest-billboard-200-albums
1022,Can't Slow Down,Lionel Richie,https://charts-static.billboard.com/img/1983/11/lionel-richie-4o4-cant-slow-down-jfp-53x53.jpg,,greatest-billboard-200-albums
1023,Spice,Spice Girls,https://charts-static.billboard.com/img/1997/02/spice-girls-oei-spice-1a7-53x53.jpg,,greatest-billboard-200-albums
1024,Mariah Carey,Mariah Carey,https://charts-static.billboard.com/img/1990/06/mariah-carey-tgq-mariah-carey-sof-53x53.jpg,,greatest-billboard-200-albums
1025,High School Musical,Soundtrack,https://charts-static.billboard.com/img/2006/01/soundtrack-000-high-school-musical-ags-53x53.jpg,,greatest-billboard-200-albums
1026,The Emancipation Of Mimi,Mariah Carey,https://charts-static.billboard.com/img/2005/04/mariah-carey-tgq-the-emancipation-of-mimi-y7w-53x53.jpg,,greatest-billboard-200-albums
1027,"Blood, Sweat & Tears","Blood, Sweat & Tears",https://charts-static.billboard.com/img/1969/02/blood-sweat-tears-f9z-blood-sweat-and-tears-0yk-53x53.jpg,,greatest-billboard-200-albums
1028,Sgt. Pepper's Lonely Hearts Club Band,The Beatles,https://charts-static.billboard.com/img/1967/06/the-beatles-ism-sgt-peppers-lonely-hearts-club-band-muu-53x53.jpg,,greatest-billboard-200-albums
